,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,VADER score
184,26/10/2019 01:43,0,1,"#savevizagsteelasapsu అనే నినాధంతో గుర్తింపు యూనియన్ (CITU) మిత్ర పక్షాలు, ఈ రోజు ఉ 8 :00 గంటలకు విశాఖ ఉక్కు - ఆంధ్రుల హక్కు ఉధ్యమకారులు ఆయన శ్రీ పత్తి శేషయ్య గారి 2 వ వర్ధంతిని పురస్కరించుకుని NO POSCO - ALLOT IRON ORE MINES కార్యక్రమం జరిగింది pic.twitter.com/i7H2U2cBSf",,,#savevizagsteelasapsu,"1,18795E+18",https://twitter.com/cpimvizag/status/1187952907951304704,-0.4466
185,26/10/2019 01:33,4,3,"Odisha #steel sector may face 50 million tonne #iron ore crunch next year, with almost all the iron ore leases expiring on March 31, 2020. Even if the process of auction is accelerated and completed, getting statutory clearances may take longer time. #mining",,,#steel #iron #mining,"1,18795E+18",https://twitter.com/Indiamining/status/1187950288834949120,0.0
191,25/10/2019 23:24,0,5,"ight cheap tier list for everyone i follow (i dont have pfps so i have to do it in text) S: Ice Block A: End portal block, Command block B: C: D: Emerald Ore F: ThatPhantomPro",,,,"1,18792E+18",https://twitter.com/Ironore14/status/1187917823596732416,-0.8225
192,25/10/2019 23:07,0,2,"Perth classed today as aregional"" City. You just gotta laugh at these idiots who try to change the meaning of ""regional""to suit Visa requirements instead of changing the Visa regulations. It proves one thing that the FED Govt in Canberra treat us simply as an iron ore cash cow""",,,,"1,18791E+18",https://twitter.com/pftravers77/status/1187913613819830276,0.743
193,25/10/2019 22:59,0,5,You know what I’m gonna stop it here,,,,"1,18791E+18",https://twitter.com/Ironore14/status/1187911660452876290,-0.296
194,25/10/2019 21:58,0,1,Wither Ender Dragon Sapling Endstone Brick Air block Barrier block Grass block Dirt block Course dirt block Wooden door Iron door Birch wood door Iron door Dark oak door Jungle door Acacia door Stone block Diamond block Diamond ore Gold ore Iron block Gold block Iron ore Beacon,,,,"1,1879E+18",https://twitter.com/Warrior56YT/status/1187896125971456000,-0.9766
195,25/10/2019 21:57,0,1,"China has been around 40% of global gdp growth in recent years. Lower China growth means lower import demand for both mfg goods (Germany slowdown) and weaker commodity prices (oil, iron ore , copper) EM growth in 2000s-Present was largely built on Chinese import demand",,,,"1,1879E+18",https://twitter.com/Rycon/status/1187896069482569728,-0.128
196,25/10/2019 21:49,0,3,Military jacket embroidery progress! Most by hand but a few appliqués/patches.feel free to dm me. #custompatches #embroiderypatches #customdesign #vectorart #stitchdesign #velcro #ironore #sticker #design #Jean #jacket #uniform #hat #vintage #embriordery pic.twitter.com/dw6DfhtFXH,,,#custompatches #embroiderypatches #customdesign #vectorart #stitchdesign #velcro #ironore #sticker #design #Jean #jacket #uniform #hat #vintage #embriordery,"1,18789E+18",https://twitter.com/alexia_xia3/status/1187893932316856321,0.8352
197,25/10/2019 21:42,0,6,"((Class, today we will be talking about science and stuff. Whoever is ' iron ore "" will be having a little talk with me after school.""""",,,,"1,18789E+18",https://twitter.com/THEGREATESTIRKN/status/1187892323142819841,0.0
198,25/10/2019 21:34,0,2,"The domestic car industry swapping to cheaper, foreign steel in the 80s was a huge blow to the iron ore mining industry, too. The northern half of MN never recovered.",,,,"1,18789E+18",https://twitter.com/absinthe/status/1187890329594269702,0.3182
204,25/10/2019 20:23,7,12,The Small Caps weekly review: $ NHL Tali reimbursement $ LIT Envirostream battery recycling $ CSV Fuji Xerox acquisition $ IMU US DoD grant $ FHS drilling #ironore $ LRS halloysite-kaolin project $ NCZ slurry commissioning #zinc the week ahead. #ASX #ausbiz https:// smallcaps.com.au/weekly-review- record-asx-highs-come-into-view-big-names-rise/ …,,,#ironore #zinc #ASX #ausbiz,"1,18787E+18",https://twitter.com/SmallCapsASX/status/1187872309069041664,0.3612
205,25/10/2019 20:13,1,12,Samarco prevê retomar operações no fim de 2020 após obter licença https:// br.reuters.com/article/busine ssNews/idBRKBN1X42ET-OBRBS … >> empresa da Vale e da BHP espera reiniciar as atividades com produção de entre 7 e 8 milhões de toneladas por ano #ironore #VALE3 #samarco pic.twitter.com/JmLZSbXOJ4,,,#ironore #VALE3 #samarco,"1,18787E+18",https://twitter.com/AnaliseEnergia/status/1187869904051064832,-0.296
206,25/10/2019 20:13,2,4,Iron ore makes it 4 gains in 4 days. MBIOI-62 +0.7% to $87.98. Lower grades once again outperformed. Dalian futures rallied +2.2% to ¥641 o/n. pic.twitter.com/3GVZoLZfmk,,,,"1,18787E+18",https://twitter.com/Scutty/status/1187869720457830400,0.0516
208,25/10/2019 19:44,0,1,I am looking for a buyer on 2314 Iron Ore Drive #Huffman #TX #realestate http:// tour.circlepix.com/home/43VMJ3 pic.twitter.com/ElcGewC9iy,,,#Huffman #TX #realestate,"1,18786E+18",https://twitter.com/JeffbyGeorge/status/1187862565034037248,0.0
209,25/10/2019 19:42,0,1,"Yeah mate that’s possible and similar to along the lines of what I’m thinking. If the trade “deal” ever happens it’s sure to restore a bit of confidence. September China iron ore demand was at a 20 month high, but when prices are lower makes sense to buy up. On watchlist",,,,"1,18786E+18",https://twitter.com/Supereng4/status/1187862060417204224,0.2382
212,25/10/2019 19:00,2,7,Eurozone shares +0.2% (+1.2% for wk) US shares +0.4% (+1.2% for wk) with US citing progress with China. Just 0.1% below July all time high US 10 yr yld +3bp to 1.79% Oil +0.8% to $56.6 Gold +0.1% Iron ore -0.1% ASX futures +0.4% $ A 0.6816 with $ US index +0.2% pic.twitter.com/8p8MGlQTym,,,,"1,18785E+18",https://twitter.com/ShaneOliverAMP/status/1187851358952538112,0.7351
214,25/10/2019 18:44,0,4,"Iron ore , possibly on the start of a road to recovery but want to see it make a higher low then a break of the 615/620 level. pic.twitter.com/8og5w3EnI1",,,,"1,18785E+18",https://twitter.com/Supereng4/status/1187847492987023361,-0.296
220,25/10/2019 18:12,10,9,"I will do a Twitter their list with the 5 people I follow and the first 10 people that rt this post, I will make it when I get 10 rts",,,,"1,18784E+18",https://twitter.com/Ironore14/status/1187839434835795968,0.0
221,25/10/2019 17:58,0,1,#IronOre futures at Dalian Commodity Exchange (DCE) made one of the bigger moves of the day with a gain of 2%. #China #metals #markets #DCE #Dalian pic.twitter.com/wS0qlGpamN,,,#IronOre #China #metals #markets #DCE #Dalian,"1,18784E+18",https://twitter.com/patrickrooney/status/1187835938229104641,0.5267
222,25/10/2019 17:55,25,124,"#DidYouKnow over 83 million tons of cargo was shipped on the Great Lakes in 2018? Numbers are in tons: Iron Ore 45,804,433 Limestone 21,961,050 Coal 11,816,332 Cement 2,933,346 Salt 460,577 Sand 493,128 Grain 259,745 #ilovethesoo #FreighterFriday pic.twitter.com/Ih3gHplbzv",,,#DidYouKnow #ilovethesoo #FreighterFriday,"1,18784E+18",https://twitter.com/VisitTheSault/status/1187835212262195201,0.6249
224,25/10/2019 17:46,1,4,"Market view on TT: #ES_F , #FESX , #FTSE100 , #NK225 , #HSI and #KOSPI rose. #ZB_F , #Bund , #Gilts and #JGB fell. #Brent , #crude , #gas , #nagas , #gold , #silver , #copper , #platinum , #steel , #zinc , #ironore , #bitcoin , #DX_F , #RMB and #MXN rose. #Palladium , #EUR and #GBP fell. pic.twitter.com/3qXdHjyRS2",,,#ES_F #FESX #FTSE100 #NK225 #HSI #KOSPI #ZB_F #Bund #Gilts #JGB #Brent #crude #gas #nagas #gold #silver #copper #platinum #steel #zinc #ironore #bitcoin #DX_F #RMB #MXN #Palladium #EUR #GBP,"1,18783E+18",https://twitter.com/Trading_Tech/status/1187832864978722821,0.0
227,25/10/2019 17:10,0,1,It takes patience. You gotta keep dragging in the same spot. To magnetize most things. I've really only caught iron ore . It's a good excuse to have a few beers and play in water.,,,,"1,18782E+18",https://twitter.com/DigiPatri/status/1187823846390255616,0.6808
235,25/10/2019 16:28,0,3,"When we lived there 6 yrs ago, they were just desperate to sell increasing amounts of Coal & Iron Ore to China ... That's what kept the State & Federal Governments Solvent, - Not Bromptons ...",,,,"1,18781E+18",https://twitter.com/HuntedTeamNick/status/1187813200189972481,-0.3182
240,25/10/2019 15:37,10,11,With all the recent news and growing SP and large buys with #zioc and infrastructure ongoing in #congo and #china interest with regards the high grade 68% #ironore mine waiting to be developed at #zanaga Any thoughts on next phase. No harm asking. Just a poll. #mining,,,#zioc #congo #china #ironore #zanaga #mining,"1,1878E+18",https://twitter.com/ZIOC_2018/status/1187800307327221761,-0.25
241,25/10/2019 15:22,7,17,"Yet ANOTHER after hours and chunky purchase of stock in #Zanaga , the world's 5th largest and high grade #ironore deposit. 100,000s of shares have been vanishing for days as the JV between #ZIOC and #Glencore looks set for development on a huge Chinese infrastructure spend. pic.twitter.com/Bi2W5Gf0Wm",,,#Zanaga #ironore #ZIOC #Glencore,"1,1878E+18",https://twitter.com/MinorMinerLSE/status/1187796641446813701,0.5423
242,25/10/2019 15:13,9,636,And your comedian for the night at the AngloAmerican Kumba Iron Ore Applaud Awards is... Nina Hastie... draped in a @lindani_styling situation provided by @justtonightjosephine. pic.twitter.com/5v6QjrJkJ3,,@lindani_styling @justtonightjosephine,,"1,18779E+18",https://twitter.com/THATninahastie/status/1187794286974324738,0.8225
244,25/10/2019 14:58,4,11,I’ve posted my thoughts @Sidneysideline I’m convinced especially since Chinese confirmation in MFP via COIDIC and SEZ via CDB with delays in news from @Zanaga_ Iron_Ore something is brewing. Don’t forget huge buys coming in over past week. #zioc #zanaga #mining #china https:// twitter.com/sidneysideline /status/1187784518658416644 …,,@Sidneysideline @Zanaga_,#zioc #zanaga #mining #china,"1,18779E+18",https://twitter.com/ZIOC_2018/status/1187790447722274817,0.4767
246,25/10/2019 14:55,0,2,I agree with you. Ajaokuta is a money pit. It can be converted to something else but it makes no sense importing iron ore to smelt. It's not economical. It's like fetching water with a basket,,,,"1,18779E+18",https://twitter.com/hustlekiddo/status/1187789861769617411,-0.574
247,25/10/2019 14:30,6,9,China’s old-school appetite for iron ore has catapulted Fortescue Metals Group Ltd. ahead of some of the hottest tech sector giants and a fast-food behemoth as one of this year’s best performing global stocks https:// bloom.bg/2Wix4pF,,,,"1,18778E+18",https://twitter.com/markets/status/1187783432044191748,0.6369
249,25/10/2019 14:17,0,2,The Iron Ore Group up in northeast India (Singhbhum craton) has a lot of beautiful BIFs - there's also a robust quarrying and steel industry there. From the amount of rock slab wholesalers there - I think India is a realistic candidate.,,,,"1,18778E+18",https://twitter.com/playwithmagnets/status/1187780134247419904,0.743
252,25/10/2019 13:25,0,1,"Good signs for the London Metal Exchange's Steel HRC FOB China (Argus) contract, as first Chinese bank completes trade #steel #hrc #derivatives #ironore https:// lnkd.in/eZRJuz8",,,#steel #hrc #derivatives #ironore,"1,18777E+18",https://twitter.com/C_Rich81/status/1187767218039410688,0.4404
253,25/10/2019 13:01,0,1,We’ve got some exciting new Fundraiser Pendants! Our Plein Air Artist Pendant for the Bonifas Art Center and Hike the Heritage Trail Pendant for the Iron Ore Heritage Trail Authority! Stop in the shop to check out all of our fundraiser pieces https:// ift.tt/2pVFpDu pic.twitter.com/jKyIU6YATJ,,,,"1,18776E+18",https://twitter.com/BethMillner/status/1187761225163268097,0.4374
259,25/10/2019 12:04,12,393,In Sandton this evening to host the Anglo American Kumba Iron Ore - 2019 Applaud Awards Gala Dinner. pic.twitter.com/RtfxLBzFyf,,,,"1,18775E+18",https://twitter.com/ProVerbMusic/status/1187746814335836161,0.7184
262,25/10/2019 11:20,0,2,$ audusd as producers finally start drawing down inventories instead of increasing them (aka reduce production) global demand for inputs like iron ore should decline https:// twitter.com/takis2910/stat us/1187735016593383426 …,,,,"1,18774E+18",https://twitter.com/sonofabeach56/status/1187735754358874113,0.25
263,25/10/2019 11:01,0,1,"New fundraiser jewelry is here!! Today we'll be launching our Hike the Heritage Trail"" and ""Plein Air Artist"" pendants, which support the Iron Ore Heritage Trail and Bonifas Arts Center respectively. Even if you aren't familiar with our local organizati… https:// ift.tt/2MMnTL5 pic.twitter.com/ebOtcKXAej""",,,,"1,18773E+18",https://twitter.com/BethMillner/status/1187730972801949697,0.6892
265,25/10/2019 11:00,0,2,Market sees short-term support for #iron ore prices #LMEWeek https://www. metalbulletin.com/Article/389730 8/Search-results/LME-WEEK-2019-Market-sees-short-term-support-for-iron-ore-prices.html …,,,#iron #LMEWeek,"1,18773E+18",https://twitter.com/AndreaHotter/status/1187730595255902208,0.4019
266,25/10/2019 10:58,4,4,"Wait...52!!!??? And saying 52 of his personal staff"" implies he has MORE than 52 personal staff!!! #FFS #auspol ...the gravy train is longer than an iron ore train out of the Pilbara!!!""",,,#FFS #auspol,"1,18773E+18",https://twitter.com/MdmAbsentMinded/status/1187730125787406336,0.0
