,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
87,LauriKansikas,2019-09-15 17:45,0,0,"It could take weeks for Saudi 's to get their oil production output back to where it was before the strikes, which equals roughly 5 percent of the world's total supply. #CrudeOil likely to rally as a result, wide spread speculation of even $100/barrel, currently at $54,87. pic.twitter.com/shBlGlIfHj",,,#CrudeOil,1173337113691136001,https://twitter.com/LauriKansikas/status/1173337113691136001
88,smartcapitalceo,2019-09-15 12:34,2,1,$100 Oil? Drone Strikes Halt Half Of Saudi Crude Production #OOTT #CrudeOil https:// oilprice.com/Geopolitics/In ternational/100-Oil-Drone-Strikes-Halt-Half-Of-Saudi-Crude-Production.html …,,,#OOTT #CrudeOil,1173258910935003136,https://twitter.com/smartcapitalceo/status/1173258910935003136
89,9NewsQueensland,2019-09-15 00:30,3,2,"In a statement today, Saudi Arabian Energy Minister Prince Abdulaziz bin Salman said that 5.7 million barrels a day of crude oil and gas production have been affected. #9News https://www. 9news.com.au/world/yemen-re bels-drone-attacks-on-major-saudi-oil-sites-middle-east-news/0fe87d4f-10a6-4e58-9152-016bf1f1626e?ocid=Social-9NewsB …",,,#9News,1173076493670526976,https://twitter.com/9NewsQueensland/status/1173076493670526976
90,badassday,2019-09-14 20:28,1,9,On the day some drones knock out 7% of world crude oil capacity in Saudi . He's lucky they didn't shoot the fucker.,,,,1173015722534068224,https://twitter.com/badassday/status/1173015722534068224
91,OilSheppard,2019-09-14 16:48,23,36,Latest: It’s more than 5m b/d Drone strikes hit more than half of Saudi crude oil output https://www. ft.com/content/b14d93 22-d6bb-11e9-8f9b-77216ebe1f17 … via @financialtimes,,@financialtimes,,1172960431360618504,https://twitter.com/OilSheppard/status/1172960431360618504
92,MohsenHaerinejd,2019-09-11 10:59,3,5,"OPEC crude oil production total OPEC-14 preliminary crude oil production averaged 29.74 mb/d in August, higher by 136 tb/d m-o-m. Crude oil output increased mostly in Saudi Arabia,Nigeria,Iraq and the UAE, while it declined mainly in Venezuela, Iran,Libya,Kuwait & Algeria. pic.twitter.com/mrw2JCAgw2",,,,1171785312890060800,https://twitter.com/MohsenHaerinejd/status/1171785312890060800
93,SibusisoSithebe,2019-09-15 19:10,0,0,US crude oil jumps 15% after drone strikes disrupt Saudi crude production @CNBC https://www. cnbc.com/2019/09/15/us- crude-oil-jumps-15percent-after-drone-strikes-disrupt-saudi-crude-production.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter …,,@CNBC,,1173358432151396352,https://twitter.com/SibusisoSithebe/status/1173358432151396352
94,samhuppert,2019-09-15 19:08,0,2,The bad news is I have a 100 mile round trip commute. The good news is spending all my income on fuel will mean more Delta Sky Miles. https://www. cnbc.com/2019/09/15/us- crude-oil-jumps-15percent-after-drone-strikes-disrupt-saudi-crude-production.html …,,,,1173357934375526403,https://twitter.com/samhuppert/status/1173357934375526403
95,JohnJLicata,2019-09-15 19:06,0,0,Crude oil up a whopping 15% post Saudi #drone strike.,,,#drone,1173357566581231617,https://twitter.com/JohnJLicata/status/1173357566581231617
96,Emi_20190906,2019-09-15 18:26,0,0,A barrel of crude oil cost $60 (£48) on Friday and some analysts believe that could spike up to $80 (£64) or more - a knee-jerk response from traders to the shock attacks and to the many unknowns still surrounding the scale of the damage. https://www. bbc.com/news/business- 49708220 …,,,,1173347483801378816,https://twitter.com/Emi_20190906/status/1173347483801378816
97,steady_ashegoes,2019-09-15 17:35,0,3,"#OOTT | Saudi facilities damage has taken 5.7 mbpd (~5% total daily crude oil production) out from supply. Monday should see oil up by 2-5$ (possibly more), as we approach the Asian opening. Retaliatory strikes will be planned and may boost prices further. pic.twitter.com/A5KVu9f5OJ",,,#OOTT,1173334434264825856,https://twitter.com/steady_ashegoes/status/1173334434264825856
98,smartcapitalceo,2019-09-15 17:26,1,2,Why the Saudi oil attack is a ‘big deal’ that could be a ‘game changer’ in stock markets and crude prices - #OOTT #CrudeOil https:// on.mktw.net/34OwLXq,,,#OOTT #CrudeOil,1173332236277571584,https://twitter.com/smartcapitalceo/status/1173332236277571584
99,jayashreeveeral,2019-09-15 15:42,1,14,"Drone strikes by Houthi rebels - Saudi Government is shutting down half of its oil output, which amounts to a loss of about five million barrels a day - or roughly 5 percent of the world's daily production of crude oil .Will this affect the prices of oil and increase inflation?",,,,1173306069722050561,https://twitter.com/jayashreeveeral/status/1173306069722050561
100,PlattsOil,2019-09-15 14:10,10,12,"#Saudi attacks, supply risk could cause prices to test $80/b: S&P Global Platts Analytics | #crudeoil #OOTT * Saudi likely to maintain exports, use reserves * Spare capacity may be at risk by direct, serious offensive @BrianJScheid + @baldersdale story: http:// plts.co/wHXp50wa9BE pic.twitter.com/jGyHJrqQxg",,@BrianJScheid @baldersdale,#Saudi #crudeoil #OOTT,1173282881030053889,https://twitter.com/PlattsOil/status/1173282881030053889
101,TradesByDave,2019-09-15 13:45,3,8,"#CL_F It's impossible to handicap tonight's price spike in CL due to the Saudi supply disruption. However, a good spot would be 67.26. It's unlikely that Saturday's supply shock will ignite a new long-term bull market. These events have a tendency to fizzle out. #CrudeOil pic.twitter.com/9dTZbm5WYJ",,,#CL_F #CrudeOil,1173276652266295304,https://twitter.com/TradesByDave/status/1173276652266295304
102,PlattsOil,2019-09-15 06:01,89,77,"World's #crudeoil supply under threat after attacks at #Saudi #oil facilities. Here's our #factbox on #oilprices , #infrastructure & #tradeflows : http:// plts.co/CXb850wagkl #OOTT #energy #SaudiAramco pic.twitter.com/MDHxG4aByO",,,#crudeoil #Saudi #oil #factbox #oilprices #infrastructure #tradeflows #OOTT #energy #SaudiAramco,1173159796918427653,https://twitter.com/PlattsOil/status/1173159796918427653
103,CNBCTV18Live,2019-09-15 01:04,32,72,"Saudi Aramco tells CNBC-TV18, attacks resulted in production suspension of 5.7 million barrels of crude oil per day. Work is underway to restore production and a progress update will be provided in around 48 hours pic.twitter.com/uARYs1HJQq",,,,1173085232028778496,https://twitter.com/CNBCTV18Live/status/1173085232028778496
104,mane_mbsmith,2019-09-14 20:47,0,2,"The real question is... Who benefits from this attack...? Loss of Saudi Production, won't lead to Market Share Gains, in Tehran... Crude Oil Exports Sanctions, will still be in place. Who gains from ratcheting up tensions in the Middle East...?",,,,1173020513750224896,https://twitter.com/mane_mbsmith/status/1173020513750224896
105,JAndersonEnergy,2019-09-14 12:36,0,4,"Between them, the two centers can process 8.45 million barrels of crude oil a day, amounting to the vast majority of the production in Saudi Arabia, which produces almost one-tenth of the world’s crude oil . https://www. nytimes.com/2019/09/14/wor ld/middleeast/saudi-arabia-refineries-drone-attack.html?smid=nytcore-ios-share …",,,,1172896869078487042,https://twitter.com/JAndersonEnergy/status/1172896869078487042
106,rivapa,2019-09-14 11:52,41,40,"EXTRA: Saudi Arabia’s production shutdown amounts to a loss of about five million barrels a day, roughly 5% of the world’s daily production of crude oil https://www. wsj.com/articles/drone -strikes-spark-fires-at-saudi-oil-facilities-11568443375 …",,,,1172885757264125953,https://twitter.com/rivapa/status/1172885757264125953
107,anasalhajji,2019-09-14 07:18,23,52,2-Will the attacks lead to lower crude oil exports? We do not know at this stage. Will they lower production? We do not know either. What do we know? Majority of Saudi oil exports goes through Abqaiq facilities. pic.twitter.com/dQ1iGELOrw,,,,1172816869688061957,https://twitter.com/anasalhajji/status/1172816869688061957
108,OwningHeadlines,2019-09-14 03:49,0,2,Explosion has struck a major Saudi Aramco oil processing facility which describes its processing facility as 'the largest crude oil stabilization plant in the world' There is no immediate impact on global oil prices as markets are closed for the weekend across the world. pic.twitter.com/a6ZjcHh8yH,,,,1172764233362300928,https://twitter.com/OwningHeadlines/status/1172764233362300928
109,Saudi_Gazette,2019-09-14 03:00,3,2,The United States has evidence that the Iranian tanker Adrian Darya 1 has transferred its crude oil to the Syrian government http:// bit.ly/30dCFxS,,,,1172751833854464003,https://twitter.com/Saudi_Gazette/status/1172751833854464003
110,i24NEWS_EN,2019-09-14 02:55,5,6,Saudi Aramco calls the Buqyaq facility “the largest crude oil stabilization plant in the world” http:// i24ne.ws/oROc30px0mB,,,,1172750578746843137,https://twitter.com/i24NEWS_EN/status/1172750578746843137
111,RANsquawk,2019-09-11 07:15,0,0,"Crude oil output increased mostly in Saudi Arabia, Nigeria, Iraq and the UAE, while production in Venezuela, Iran, Libya, Kuwait and Algeria declined. pic.twitter.com/m8dwW6h7U3",,,,1171728940362358785,https://twitter.com/RANsquawk/status/1171728940362358785
112,iamnawaz94,2019-09-15 16:29,0,1,Saudi Arabia has confirmed the cut of outputs of around half of the kingdom production and 5% of the world global production of crude oil after the Drone attack on its Oil Plant Amidst tension again arises in the Middle East #AramcoDroneStrike,,,#AramcoDroneStrike,1173317938213982210,https://twitter.com/iamnawaz94/status/1173317938213982210
113,obi_Nwosu,2019-09-15 12:28,4,6,The attack on Saudi oil field has taken out half of it's production capacity. I forecast crude oil up 5% at market open. A $75/barrel print in the next month will not be absurd. Market participants are keenly interested in the reaction of Saudi Arabia in the coming days pic.twitter.com/MDiHBO6y5h,,,,1173257175835258880,https://twitter.com/obi_Nwosu/status/1173257175835258880
114,SpotMonthEnergy,2019-09-15 11:52,1,19,"I think we might be able to tell who is long"" crude oil & refined products by their erudite and thoughtful discussion of the Saudi news & its implications going forward . #OOTT Meanwhile, ""short"" oil traders hurl drink-sloshing expletives & squeal like pigs caught under a gate.""",,,#OOTT,1173248349358583809,https://twitter.com/SpotMonthEnergy/status/1173248349358583809
115,AmyJaffeenergy,2019-09-15 09:32,13,41,"The stream of crude oil that comes out of wells in Saudi Arabia is mixed with gaseous hydrocarbons like methane, butane and propane, liquid condensates. crude oil , water, and contaminants such as salts, sulfur, and sand. It cannot be refined into gasoline as is. ((Thread)",,,,1173212967019720705,https://twitter.com/AmyJaffeenergy/status/1173212967019720705
116,9NewsGoldCoast,2019-09-15 00:30,7,5,"In a statement today, Saudi Arabian Energy Minister Prince Abdulaziz bin Salman said that 5.7 million barrels a day of crude oil and gas production have been affected. #9News https://www. 9news.com.au/world/yemen-re bels-drone-attacks-on-major-saudi-oil-sites-middle-east-news/0fe87d4f-10a6-4e58-9152-016bf1f1626e?ocid=Social-9NewsGC …",,,#9News,1173076489228697600,https://twitter.com/9NewsGoldCoast/status/1173076489228697600
117,CanadaFirst,2019-09-14 23:59,0,1,"Canadian crude oil imports come from a range of countries, including the U.S. (54%), Saudi Arabia (11%), Iraq (8%), and Norway (5%).",,,,1173068690444759045,https://twitter.com/CanadaFirst/status/1173068690444759045
118,krista_kuhl,2019-09-14 18:48,0,1,US currently imports between 0.5 and 1 million bpd of #crude oil from Saudi Arabia. @RefinitivEnergy #RefinitvOilResearch pic.twitter.com/0ZK1ll41EF,,@RefinitivEnergy,#crude #RefinitvOilResearch,1172990486124081152,https://twitter.com/krista_kuhl/status/1172990486124081152
119,JackTrader7,2019-09-14 16:51,2,0,"$ USO & other Oil related securities and crude oil futures may jump . Saudi oil fields drone attack, per major media reporting.",,,,1172960996983357440,https://twitter.com/JackTrader7/status/1172960996983357440
120,windowfilmdepot,2019-09-14 14:00,0,0,"This is why US energy independence is critical: Saudi Arabia’s production shutdown amounts to a loss of about five million barrels a day, roughly 5% of the world’s daily production of crude oil https://www. wsj.com/articles/drone -strikes-spark-fires-at-saudi-oil-facilities-11568443375 …",,,,1172918018701168640,https://twitter.com/windowfilmdepot/status/1172918018701168640
121,SerboCanadian,2019-09-14 12:31,2,3,"Saudi Arabia has killed 300,000 children in Yemen, and 750,000 adults in the last few years. That is an enormous number of people murdered to appease your thirst for crude oil , you person who idiotically write your name without initial capitals.",,,,1172895763615105025,https://twitter.com/SerboCanadian/status/1172895763615105025
122,YusufDFI,2019-09-14 04:53,13,35,Saudi Aramco fire: Drones attack world's largest oil processing factory in Saudi https://www. livemint.com/news/world/sau di-aramco-fire-explosion-at-largest-crude-oil-stabilization-plant-says-report-1568432885559.html …,,,,1172780432569454593,https://twitter.com/YusufDFI/status/1172780432569454593
123,Thepointernews2,2019-09-14 04:34,0,0,"BREAKING: Saudi crude oil facility on fire, hit by drones https:// thepointernews.com/breaking-saudi -crude-oil-facility-on-fire-hit-by-drones/ … pic.twitter.com/2dt46JzLvB",,,,1172775628917104640,https://twitter.com/Thepointernews2/status/1172775628917104640
124,mukeshdixit,2019-09-14 04:24,0,2,Looks like a never ending phenomena. https://www. livemint.com/news/world/sau di-aramco-fire-explosion-at-largest-crude-oil-stabilization-plant-says-report-1568432885559.html …,,,,1172773075198210048,https://twitter.com/mukeshdixit/status/1172773075198210048
125,SWAINGN1,2019-09-14 04:12,2,1,Explosion has struck a major Saudi Aramco oil processing facility which describes its processing facility as 'the largest crude oil stabilization plant in the world' There is no immediate impact on global oil prices as markets are closed for the weekend across the world. pic.twitter.com/2wWQWKLShk,,,,1172770164120506368,https://twitter.com/SWAINGN1/status/1172770164120506368
126,livemint,2019-09-14 01:10,3,16,Fire at Saudi Aramco's largest crude oil stabilization plant https://www. livemint.com/news/world/sau di-aramco-fire-explosion-at-largest-crude-oil-stabilization-plant-says-report-1568432885559.html …,,,,1172724150072250369,https://twitter.com/livemint/status/1172724150072250369
127,PhoenixHighTemp,2019-09-12 14:17,0,0,U.S. briefly overtakes Saudi Arabia as top oil exporter https:// buff.ly/34F0kea #crudeoil pic.twitter.com/K24CwMrYOh,,,#crudeoil,1172197435508232196,https://twitter.com/PhoenixHighTemp/status/1172197435508232196
128,AbigailOkoya,2019-09-10 02:24,0,0,Crude Oil Price Rebounds to $62 as New Saudi Minister Commits to Output Cuts https://www. thisdaylive.com/index.php/2019 /09/10/crude-oil-price-rebounds-to-62-as-new-saudi-minister-commits-to-output-cuts/ … pic.twitter.com/OUwVZ6NUhL,,,,1171293335140667392,https://twitter.com/AbigailOkoya/status/1171293335140667392
129,cheesesteak8,2019-09-14 18:04,0,1,"Last time I heard Houthis are Yemeni. Also, there is a glut of crude oil and Saudi wells, well aren’t exactly producing at an efficient $/brl cost. Pompeo is #DramaQueenLookingForAWar",,,#DramaQueenLookingForAWar,1172979507675811840,https://twitter.com/cheesesteak8/status/1172979507675811840
